0.005 	348.423 	0.0267541 	99990.9
0.015 	348.422 	0.0281402 	99990.4
0.025 	348.422 	0.0295263 	99989.9
0.035 	348.421 	0.0309124 	99989.4
0.045 	348.421 	0.0322985 	99988.9
0.055 	348.42 	0.0336845 	99988.4
0.065 	348.42 	0.0350706 	99987.8
0.075 	348.419 	0.0364567 	99987.3
0.085 	348.419 	0.0378428 	99986.8
0.095 	348.418 	0.0392288 	99986.3
0.105 	348.418 	0.0406149 	99985.8
0.115 	348.417 	0.042001 	99985.3
0.125 	348.417 	0.0433871 	99984.8
0.135 	348.416 	0.0447732 	99984.2
0.145 	348.416 	0.0461592 	99983.7
0.155 	348.415 	0.0475453 	99983.2
0.165 	348.415 	0.0489314 	99982.7
0.175 	348.414 	0.0503175 	99982.2
0.185 	348.414 	0.0517036 	99981.7
0.195 	348.413 	0.0530896 	99981.1
0.205 	348.413 	0.0544757 	99980.6
0.215 	348.412 	0.0558618 	99980.1
0.225 	348.412 	0.0572479 	99979.6
0.235 	348.411 	0.0586339 	99979.1
0.245 	348.411 	0.06002 	99978.6
0.255 	348.41 	0.0614061 	99978
0.265 	348.41 	0.0627922 	99977.5
0.275 	348.409 	0.0641783 	99977
0.285 	348.409 	0.0655643 	99976.5
0.295 	348.408 	0.0669504 	99976
0.305 	348.408 	0.0683365 	99975.5
0.315 	348.407 	0.0697226 	99974.9
0.325 	348.407 	0.0711087 	99974.4
0.335 	348.406 	0.0724947 	99973.9
0.345 	348.406 	0.0738808 	99973.4
0.355 	348.405 	0.0752669 	99972.9
0.365 	348.405 	0.076653 	99972.4
0.375 	348.404 	0.078039 	99971.9
0.385 	348.402 	0.084629 	99969.5
0.395 	348.399 	0.091219 	99967.1
0.405 	348.397 	0.097809 	99964.7
0.415 	348.395 	0.104399 	99962.4
0.425 	348.392 	0.110989 	99960
0.435 	348.39 	0.117579 	99957.6
0.445 	348.387 	0.124169 	99955.2
0.455 	348.385 	0.130759 	99952.9
0.465 	348.383 	0.137349 	99950.5
0.475 	348.38 	0.143939 	99948.1
0.485 	348.378 	0.150529 	99945.7
0.495 	348.376 	0.157119 	99943.4
0.505 	348.373 	0.163709 	99941
0.515 	348.371 	0.170299 	99938.6
0.525 	348.368 	0.176889 	99936.2
0.535 	348.366 	0.183479 	99933.9
0.545 	348.364 	0.190069 	99931.5
0.555 	348.361 	0.196659 	99929.1
0.565 	348.359 	0.203249 	99926.7
0.575 	348.357 	0.209838 	99924.4
0.585 	348.354 	0.216428 	99922
0.595 	348.352 	0.223018 	99919.6
0.605 	348.349 	0.229608 	99917.2
0.615 	348.347 	0.236198 	99914.9
0.625 	348.345 	0.242788 	99912.5
0.635 	348.342 	0.249378 	99910.1
0.645 	348.34 	0.255968 	99907.7
0.655 	348.338 	0.262558 	99905.4
0.665 	348.335 	0.269148 	99903
0.675 	348.333 	0.275738 	99900.6
0.685 	348.33 	0.282328 	99898.2
0.695 	348.328 	0.288918 	99895.9
0.705 	348.326 	0.295508 	99893.5
0.715 	348.323 	0.302098 	99891.1
0.725 	348.321 	0.308688 	99888.7
0.735 	348.319 	0.315278 	99886.4
0.745 	348.316 	0.321868 	99884
0.755 	348.311 	0.336324 	99878.6
0.765 	348.302 	0.358647 	99870.3
0.775 	348.294 	0.38097 	99861.9
