0.005 	348.432 	1.90666e-008 	100000
0.015 	348.432 	2.15937e-008 	100000
0.025 	348.432 	2.41207e-008 	100000
0.035 	348.432 	2.66478e-008 	100000
0.045 	348.432 	2.91748e-008 	100000
0.055 	348.432 	3.17019e-008 	100000
0.065 	348.432 	3.42289e-008 	100000
0.075 	348.432 	3.6756e-008 	100000
0.085 	348.432 	3.9283e-008 	100000
0.095 	348.432 	4.18101e-008 	100000
0.105 	348.432 	4.43371e-008 	100000
0.115 	348.432 	4.68642e-008 	100000
0.125 	348.432 	4.93912e-008 	100000
0.135 	348.432 	5.19183e-008 	100000
0.145 	348.432 	5.44454e-008 	100000
0.155 	348.432 	5.69724e-008 	100000
0.165 	348.432 	5.94995e-008 	100000
0.175 	348.432 	6.20265e-008 	100000
0.185 	348.432 	6.45536e-008 	100000
0.195 	348.432 	6.70806e-008 	100000
0.205 	348.432 	6.96077e-008 	100000
0.215 	348.432 	7.21347e-008 	100000
0.225 	348.432 	7.46618e-008 	100000
0.235 	348.432 	7.71888e-008 	100000
0.245 	348.432 	7.97159e-008 	100000
0.255 	348.432 	8.22429e-008 	100000
0.265 	348.432 	8.477e-008 	100000
0.275 	348.432 	8.7297e-008 	100000
0.285 	348.432 	8.98241e-008 	100000
0.295 	348.432 	9.23511e-008 	100000
0.305 	348.432 	9.48782e-008 	100000
0.315 	348.432 	9.74052e-008 	100000
0.325 	348.432 	9.99323e-008 	100000
0.335 	348.432 	1.02459e-007 	100000
0.345 	348.432 	1.04986e-007 	100000
0.355 	348.432 	1.07513e-007 	100000
0.365 	348.432 	1.1004e-007 	100000
0.375 	348.432 	1.12568e-007 	100000
0.385 	348.432 	1.59564e-007 	100000
0.395 	348.432 	2.0656e-007 	100000
0.405 	348.432 	2.53556e-007 	100000
0.415 	348.432 	3.00552e-007 	100000
0.425 	348.432 	3.47548e-007 	100000
0.435 	348.432 	3.94544e-007 	100000
0.445 	348.432 	4.4154e-007 	100000
0.455 	348.432 	4.88536e-007 	100000
0.465 	348.432 	5.35532e-007 	100000
0.475 	348.432 	5.82528e-007 	100000
0.485 	348.432 	6.29525e-007 	100000
0.495 	348.432 	6.76521e-007 	100000
0.505 	348.432 	7.23517e-007 	100000
0.515 	348.432 	7.70513e-007 	100000
0.525 	348.432 	8.17509e-007 	100000
0.535 	348.432 	8.64505e-007 	100000
0.545 	348.432 	9.11501e-007 	100000
0.555 	348.432 	9.58497e-007 	100000
0.565 	348.432 	1.00549e-006 	100000
0.575 	348.432 	1.05249e-006 	100000
0.585 	348.432 	1.09949e-006 	100000
0.595 	348.432 	1.14648e-006 	100000
0.605 	348.432 	1.19348e-006 	100000
0.615 	348.432 	1.24047e-006 	100000
0.625 	348.432 	1.28747e-006 	100000
0.635 	348.432 	1.33447e-006 	100000
0.645 	348.432 	1.38146e-006 	100000
0.655 	348.432 	1.42846e-006 	100000
0.665 	348.432 	1.47545e-006 	100000
0.675 	348.432 	1.52245e-006 	100000
0.685 	348.432 	1.56945e-006 	100000
0.695 	348.432 	1.61644e-006 	100000
0.705 	348.432 	1.66344e-006 	100000
0.715 	348.432 	1.71043e-006 	100000
0.725 	348.432 	1.75743e-006 	100000
0.735 	348.432 	1.80443e-006 	100000
0.745 	348.432 	1.85142e-006 	100000
0.755 	348.432 	2.10352e-006 	100000
0.765 	348.432 	2.56073e-006 	100000
0.775 	348.432 	3.01793e-006 	100000
0.785 	348.432 	3.47514e-006 	100000
0.795 	348.432 	3.93234e-006 	100000
0.805 	348.432 	4.38955e-006 	100000
0.815 	348.432 	4.84675e-006 	100000
0.825 	348.432 	5.30396e-006 	100000
0.835 	348.432 	5.76116e-006 	100000
0.845 	348.432 	6.21837e-006 	100000
0.855 	348.432 	6.67557e-006 	100000
0.865 	348.432 	7.13278e-006 	100000
0.875 	348.432 	7.58998e-006 	100000
0.885 	348.432 	8.04719e-006 	100000
0.895 	348.432 	8.50439e-006 	100000
0.905 	348.432 	8.9616e-006 	100000
0.915 	348.432 	9.4188e-006 	100000
0.925 	348.432 	9.87601e-006 	100000
0.935 	348.432 	1.03332e-005 	100000
0.945 	348.432 	1.07904e-005 	100000
0.955 	348.432 	1.12476e-005 	100000
0.965 	348.432 	1.17048e-005 	100000
0.975 	348.432 	1.2162e-005 	100000
0.985 	348.432 	1.26192e-005 	100000
0.995 	348.432 	1.30764e-005 	100000
1.005 	348.432 	1.35336e-005 	100000
1.015 	348.432 	1.39909e-005 	100000
1.025 	348.432 	1.44481e-005 	100000
1.035 	348.432 	1.49053e-005 	100000
1.045 	348.432 	1.53625e-005 	100000
1.055 	348.432 	1.58197e-005 	100000
1.065 	348.432 	1.62769e-005 	100000
1.075 	348.432 	1.67341e-005 	100000
1.085 	348.432 	1.71913e-005 	100000
1.095 	348.432 	1.76485e-005 	100000
1.105 	348.432 	1.81057e-005 	100000
1.115 	348.432 	1.85629e-005 	100000
1.125 	348.432 	1.90201e-005 	100000
1.135 	348.432 	2.52592e-005 	100000
1.145 	348.432 	3.14983e-005 	100000
1.155 	348.432 	3.77374e-005 	100000
1.165 	348.432 	4.39766e-005 	100000
1.175 	348.432 	5.02157e-005 	100000
1.185 	348.432 	5.64548e-005 	100000
1.195 	348.432 	6.26939e-005 	100000
1.205 	348.432 	6.8933e-005 	100000
1.215 	348.432 	7.51721e-005 	100000
1.225 	348.432 	8.14112e-005 	100000
1.235 	348.432 	8.76504e-005 	100000
1.245 	348.432 	9.38895e-005 	100000
1.255 	348.432 	0.000100129 	100000
1.265 	348.432 	0.000106368 	100000
1.275 	348.432 	0.000112607 	100000
1.285 	348.432 	0.000118846 	100000
1.295 	348.432 	0.000125085 	100000
1.305 	348.432 	0.000131324 	100000
1.315 	348.432 	0.000137563 	100000
1.325 	348.432 	0.000143802 	100000
1.335 	348.432 	0.000150041 	100000
1.345 	348.432 	0.000156281 	100000
1.355 	348.432 	0.00016252 	100000
1.365 	348.432 	0.000168759 	100000
1.375 	348.432 	0.000174998 	100000
1.385 	348.432 	0.000181237 	100000
1.395 	348.432 	0.000187476 	100000
1.405 	348.432 	0.000193715 	100000
1.415 	348.432 	0.000199954 	100000
1.425 	348.432 	0.000206194 	100000
1.435 	348.432 	0.000212433 	100000
1.445 	348.432 	0.000218672 	100000
1.455 	348.432 	0.000224911 	100000
1.465 	348.432 	0.00023115 	100000
1.475 	348.432 	0.000237389 	100000
1.485 	348.432 	0.000243628 	100000
1.495 	348.432 	0.000249867 	100000
1.505 	348.432 	0.000278621 	99999.9
1.515 	348.432 	0.00032989 	99999.9
1.525 	348.432 	0.000381159 	99999.9
1.535 	348.432 	0.000432427 	99999.9
1.545 	348.432 	0.000483696 	99999.9
1.555 	348.432 	0.000534965 	99999.8
1.565 	348.432 	0.000586233 	99999.8
1.575 	348.432 	0.000637502 	99999.8
1.585 	348.432 	0.000688771 	99999.8
1.595 	348.432 	0.000740039 	99999.7
1.605 	348.432 	0.000791308 	99999.7
1.615 	348.432 	0.000842577 	99999.7
1.625 	348.432 	0.000893846 	99999.7
1.635 	348.432 	0.000945114 	99999.7
1.645 	348.432 	0.000996383 	99999.6
1.655 	348.432 	0.00104765 	99999.6
1.665 	348.432 	0.00109892 	99999.6
1.675 	348.432 	0.00115019 	99999.6
1.685 	348.432 	0.00120146 	99999.6
1.695 	348.431 	0.00125273 	99999.5
1.705 	348.431 	0.001304 	99999.5
1.715 	348.431 	0.00135526 	99999.5
1.725 	348.431 	0.00140653 	99999.5
1.735 	348.431 	0.0014578 	99999.4
1.745 	348.431 	0.00150907 	99999.4
1.755 	348.431 	0.00156034 	99999.4
1.765 	348.431 	0.00161161 	99999.4
1.775 	348.431 	0.00166288 	99999.4
1.785 	348.431 	0.00171414 	99999.3
1.795 	348.431 	0.00176541 	99999.3
1.805 	348.431 	0.00181668 	99999.3
1.815 	348.431 	0.00186795 	99999.3
1.825 	348.431 	0.00191922 	99999.3
1.835 	348.431 	0.00197049 	99999.2
1.845 	348.431 	0.00202176 	99999.2
1.855 	348.431 	0.00207303 	99999.2
1.865 	348.431 	0.00212429 	99999.2
1.875 	348.431 	0.00217556 	99999.1
1.885 	348.431 	0.00270628 	99999
1.895 	348.431 	0.003237 	99998.8
1.905 	348.431 	0.00376772 	99998.7
1.915 	348.43 	0.00429844 	99998.5
1.925 	348.43 	0.00482916 	99998.3
1.935 	348.43 	0.00535988 	99998.2
1.945 	348.43 	0.0058906 	99998
1.955 	348.43 	0.00642131 	99997.9
1.965 	348.43 	0.00695203 	99997.7
1.975 	348.429 	0.00748275 	99997.5
1.985 	348.429 	0.00801347 	99997.4
1.995 	348.429 	0.00854419 	99997.2
2.005 	348.429 	0.00907491 	99997.1
2.015 	348.429 	0.00960563 	99996.9
2.025 	348.429 	0.0101363 	99996.8
2.035 	348.428 	0.0106671 	99996.6
2.045 	348.428 	0.0111978 	99996.4
2.055 	348.428 	0.0117285 	99996.3
2.065 	348.428 	0.0122592 	99996.1
2.075 	348.428 	0.0127899 	99995.9
2.085 	348.428 	0.0133207 	99995.8
2.095 	348.427 	0.0138514 	99995.6
2.105 	348.427 	0.0143821 	99995.5
2.115 	348.427 	0.0149128 	99995.3
2.125 	348.427 	0.0154435 	99995.1
2.135 	348.427 	0.0159743 	99995
2.145 	348.427 	0.016505 	99994.8
2.155 	348.427 	0.0170357 	99994.7
2.165 	348.426 	0.0175664 	99994.5
2.175 	348.426 	0.0180971 	99994.3
2.185 	348.426 	0.0186279 	99994.2
2.195 	348.426 	0.0191586 	99994
2.205 	348.426 	0.0196893 	99993.9
2.215 	348.426 	0.02022 	99993.7
2.225 	348.425 	0.0207507 	99993.5
2.235 	348.425 	0.0212814 	99993.4
2.245 	348.425 	0.0218122 	99993.2
2.255 	348.424 	0.0238309 	99992.4
2.265 	348.423 	0.0273376 	99991
2.275 	348.422 	0.0308442 	99989.6
2.285 	348.42 	0.0343509 	99988.2
2.295 	348.419 	0.0378576 	99986.8
2.305 	348.417 	0.0413643 	99985.4
2.315 	348.416 	0.044871 	99984
2.325 	348.415 	0.0483777 	99982.6
2.335 	348.413 	0.0518843 	99981.2
2.345 	348.412 	0.055391 	99979.8
2.355 	348.41 	0.0588977 	99978.4
2.365 	348.409 	0.0624044 	99977
2.375 	348.408 	0.0659111 	99975.6
2.385 	348.406 	0.0694178 	99974.2
2.395 	348.405 	0.0729245 	99972.8
2.405 	348.404 	0.0764311 	99971.4
2.415 	348.402 	0.0799378 	99970
2.425 	348.401 	0.0834445 	99968.6
2.435 	348.399 	0.0869512 	99967.2
2.445 	348.398 	0.0904579 	99965.8
2.455 	348.397 	0.0939646 	99964.4
2.465 	348.395 	0.0974712 	99963
2.475 	348.394 	0.100978 	99961.6
2.485 	348.392 	0.104485 	99960.2
2.495 	348.391 	0.107991 	99958.8
2.505 	348.39 	0.111498 	99957.4
2.515 	348.388 	0.115005 	99956
2.525 	348.387 	0.118511 	99954.6
2.535 	348.385 	0.122018 	99953.2
2.545 	348.384 	0.125525 	99951.8
2.555 	348.383 	0.129031 	99950.4
2.565 	348.381 	0.132538 	99949
2.575 	348.38 	0.136045 	99947.6
2.585 	348.379 	0.139551 	99946.2
2.595 	348.377 	0.143058 	99944.8
2.605 	348.376 	0.146565 	99943.4
2.615 	348.374 	0.150072 	99942
